iteration,exploitability_for_42_chance_sampling_CFR
1,5.01080729166667
2,5.01080729166667
3,4.997059461805556
5,4.558494285300928
6,4.452122516396608
7,4.2958463943544265
10,4.027622217667615
12,3.607974337354124
15,3.10396011718046
19,2.7745481382229986
25,2.2886383151033565
31,2.057440639755362
39,1.7004873610163793
50,1.479305410454868
63,1.2894823232324455
79,1.1792505161881388
100,1.0370569380747163
125,0.9354017746770897
158,0.9009515544862705
199,0.8598825704827346
251,0.7616694562803705
316,0.6404986430618776
398,0.5373621674793307
501,0.4533114120225604
630,0.39679653400470466
794,0.37160419800797645
1000,0.3029461442826859
1258,0.24128171680008387
1584,0.20560138355306015
1995,0.17285186865073499
2511,0.14176350930688253
3162,0.1359345748748556
3981,0.09990000603550693
5011,0.08015845305304947
6309,0.06460806267578074
7943,0.0721833705377126
10000,0.05796050680099622
12589,0.050826567836334074
15848,0.057402539432194345
19952,0.04335562342584432
25118,0.031207754436907455
31622,0.024592157424794404
39810,0.024818668532162337
50118,0.022849652039747547
63095,0.013798911382866284
79432,0.015115206218976922
100000,0.012011733539675652
125892,0.012376395880352591
158489,0.01082323079909896
199526,0.010650335995941812
251188,0.006020139344791356
316227,0.006171789071431018
398107,0.005492617759282645
501187,0.004229784674672405
630957,0.004498421918613344
794328,0.0037922983980561084
1000000,0.003920943388477552
