iteration,exploitability_for_42_chance_sampling_CFR
1,0.9166666666666665
2,0.9166666666666667
3,1.0833333333333333
5,0.8333333333333333
6,0.75
7,0.625
10,0.6458333333333333
12,0.7204365079365078
15,0.6501231943938113
19,0.5334787627352373
25,0.43528638746295795
31,0.36749143876637613
39,0.30621824768241135
50,0.2730560457967205
63,0.21291628364191778
79,0.15174178253904685
100,0.11793544193509445
125,0.16015210609171648
158,0.12228612310985165
199,0.06789000262071448
251,0.08231833756598175
316,0.053234238856817995
398,0.047260759890845716
501,0.09545914328329949
630,0.09598960017311967
794,0.04478528594161857
1000,0.06520785218392847
1258,0.03321396268739163
1584,0.043081520785928085
1995,0.020462377816338917
2511,0.01282761445727662
3162,0.015974415407519788
3981,0.009833935608975553
5011,0.015754241351469134
6309,0.019641961644916467
7943,0.007033759144117635
10000,0.006659437510121269
12589,0.01633459316810268
15848,0.016735323536430008
19952,0.005035021544971652
25118,0.007669592387692659
31622,0.009214023809591965
39810,0.013314995632605381
50118,0.0120443393027439
63095,0.010748286074279217
79432,0.010048951567720676
100000,0.007551874384582352
125892,0.003755303535724036
158489,0.006283992481356443
199526,0.0016290021321811732
251188,0.002434181018616366
316227,0.002701061996342069
398107,0.0015884036162175097
501187,0.0009437842241585281
630957,0.0005390980405472201
794328,0.0014225492525606342
1000000,0.0013414897479913646
